Year,Pasture,Patch,Pasture_Patch_Year,Robel.N,Robel.E,Robel.S,Robel.W,Avg_Robel,SD_Robel,WSG,Fescue,Sedges,CSG,Forbs,Legumes,Woody,Violets,Bare,Litter,Litter_dep,Panic,Seed_mix,Angle_of_O
2010,KLN,W,KLN_W_2010,3,4,3,3,3,0.50000,63,38,0,3,16,16,0,.,3,38,.,.,.,40
2010,KLN,W,KLN_W_2010,5,3,4,4,4,0.81650,63,38,0,16,3,16,0,.,3,38,.,.,.,37
2010,KLN,W,KLN_W_2010,4,5,5,2,4,1.41421,38,38,0,3,16,38,0,.,3,16,.,.,.,35
2010,KLN,W,KLN_W_2010,3,3,5,3,4,1.00000,38,38,0,16,16,38,0,.,3,16,.,.,.,33
2010,KLN,W,KLN_W_2010,4,3,4,4,4,0.50000,38,63,0,3,16,16,0,.,0,38,.,.,.,36
2010,KLN,W,KLN_W_2010,4,3,3,3,3,0.50000,0,38,0,16,38,63,0,.,3,16,.,.,.,35
2010,KLN,W,KLN_W_2010,2,2,3,3,3,0.57735,3,38,0,16,63,38,0,.,16,3,.,.,.,36
2010,KLN,W,KLN_W_2010,3,3,3,2,3,0.50000,3,38,0,16,16,63,0,.,3,3,.,.,.,36
2010,KLN,W,KLN_W_2010,4,3,3,3,3,0.50000,3,63,0,38,16,38,0,.,3,3,.,.,.,45
2010,KLN,W,KLN_W_2010,4,5,4,4,4,0.50000,0,63,0,38,16,16,0,.,3,16,.,.,.,38
2010,KLN,W,KLN_W_2010,3,3,3,4,3,0.50000,0,63,0,16,16,38,0,.,3,38,.,.,.,36
2010,KLN,W,KLN_W_2010,4,3,3,3,3,0.50000,38,38,0,38,16,16,0,.,3,38,.,.,.,32
2010,KLN,W,KLN_W_2010,3,3,3,3,3,0.00000,0,16,0,38,16,63,0,.,3,16,.,.,.,33
2010,KLN,W,KLN_W_2010,4,3,3,3,3,0.50000,38,38,0,16,3,63,0,.,16,16,.,.,.,38
2011,KLN,C,KLN_C_2011,1,2,1,1,1.25,0.50000,38,1,0,1,16,3,0,0,63,3,.,.,.,.
2011,KLN,C,KLN_C_2011,1,1,2,2,1.5,0.57735,63,16,0,3,38,3,0,0,63,3,.,.,.,.
2011,KLN,C,KLN_C_2011,1,1,2,2,1.5,0.57735,63,16,0,0,38,3,0,0,63,16,.,.,.,.
2011,KLN,C,KLN_C_2011,5,2,3,4,3.5,1.29099,16,63,0,16,38,3,0,0,3,16,.,.,.,.
2011,KLN,C,KLN_C_2011,3,3,2,2,2.5,0.57735,63,0,3,0,16,0,0,0,63,3,.,.,.,.
2011,KLN,C,KLN_C_2011,1,1,2,2,1.5,0.57735,63,3,0,3,3,0,0,0,0,63,.,.,.,.
2011,KLN,C,KLN_C_2011,2,1,1,1,1.25,0.50000,38,0,0,0,38,0,0,0,38,0,.,.,.,.
2011,KLN,C,KLN_C_2011,3,3,2,3,2.75,0.50000,86,0,0,0,3,0,0,0,0,63,.,.,.,.
2011,KLN,C,KLN_C_2011,1,1,1,1,1,0.00000,38,0,0,0,3,0,16,0,63,3,.,.,.,.
2011,KLN,C,KLN_C_2011,7,5,5,5,5.5,1.00000,16,38,0,0,86,0,0,0,0,38,.,.,.,.
2011,KLN,C,KLN_C_2011,3,4,4,4,3.75,0.50000,0,63,16,3,38,38,0,0,3,3,.,.,.,.
2011,KLN,C,KLN_C_2011,5,2,4,3,3.5,1.29099,16,16,0,16,38,0,0,0,63,0,.,.,.,.
2011,KLN,C,KLN_C_2011,6,5,6,6,5.75,0.50000,38,38,0,0,38,16,0,0,16,0,.,.,.,.
2011,KLN,C,KLN_C_2011,1,1,1,1,1,0.00000,63,16,0,0,3,16,0,0,16,16,.,.,.,.
2011,KLN,C,KLN_C_2011,2,1,1,1,1.25,0.50000,38,3,0,0,38,16,0,0,16,16,.,.,.,.
2011,KLN,C,KLN_C_2011,3,2,2,3,2.5,0.57735,63,0,0,0,16,0,0,0,63,0,.,.,.,.
2011,KLN,C,KLN_C_2011,2,2,1,1,1.5,0.57735,38,16,0,3,0,16,0,0,38,16,.,.,.,.
2011,KLN,C,KLN_C_2011,2,2,1,2,1.75,0.50000,38,16,0,3,3,3,0,0,63,3,.,.,.,.
2011,KLN,C,KLN_C_2011,2,2,1,5,2.5,1.73205,0,16,0,16,38,3,0,0,86,3,.,.,.,.
2011,KLN,C,KLN_C_2011,3,4,5,2,3.5,1.29099,1,63,0,3,38,16,0,0,16,3,.,.,.,.
2011,KLN,C,KLN_C_2011,3,2,3,2,2.5,0.57735,38,3,0,0,3,16,0,0,86,0,.,.,.,.
2011,KLN,C,KLN_C_2011,2,2,2,2,2,0.00000,63,16,0,0,16,16,0,0,38,3,.,.,.,.
2011,KLN,C,KLN_C_2011,3,3,4,2,3,0.81650,16,63,3,16,16,16,0,0,38,3,.,.,.,.
2011,KLN,C,KLN_C_2011,3,3,3,4,3.25,0.50000,3,86,3,16,16,1,0,0,3,16,.,.,.,.
2011,KLN,C,KLN_C_2011,5,4,4,4,4.25,0.50000,3,86,38,16,16,0,0,0,3,3,.,.,.,.
2011,KLN,C,KLN_C_2011,3,3,4,2,3,0.81650,16,63,0,3,16,3,0,0,16,3,.,.,.,.
2011,KLN,C,KLN_C_2011,2,2,1,3,2,0.81650,16,38,0,16,16,0,0,0,38,3,.,.,.,.
2011,KLN,C,KLN_C_2011,2,2,2,1,1.75,0.50000,38,38,0,0,16,3,0,0,63,0,.,.,.,.
2011,KLN,C,KLN_C_2011,1,2,3,1,1.75,0.95743,38,38,0,16,3,16,0,0,63,3,.,.,.,.
2011,KLN,C,KLN_C_2011,2,2,2,2,2,0.00000,63,16,0,3,3,16,0,0,38,0,.,.,.,.
2011,KLN,C,KLN_C_2011,2,2,2,3,2.25,0.50000,63,16,0,0,16,3,0,0,63,0,.,.,.,.
2011,KLN,E,KLN_E_2011,4,3,5,4,4,0.81650,0,98,0,16,3,16,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,2,3,4,5,3.5,1.29099,0,38,38,38,0,16,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,3,2,3,4,3,0.81650,0,38,3,16,16,0,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,6,7,6,6,6.25,0.50000,0,16,0,16,63,0,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,3,3,4,4,3.5,0.57735,0,38,0,16,38,16,0,0,16,16,.,.,.,.
2011,KLN,E,KLN_E_2011,5,6,6,5,5.5,0.57735,0,63,0,16,38,0,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,5,2,5,4,4,1.41421,0,86,0,3,3,0,0,0,0,86,.,.,.,.
2011,KLN,E,KLN_E_2011,4,5,6,6,5.25,0.95743,0,63,0,16,38,0,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,4,5,6,3,4.5,1.29099,0,86,0,3,16,3,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,5,7,7,4,5.75,1.50000,0,63,0,16,38,3,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,6,8,4,4,5.5,1.91485,0,86,0,3,16,16,0,0,3,38,.,.,.,.
2011,KLN,E,KLN_E_2011,9,8,7,8,8,0.81650,3,63,0,16,63,0,0,0,0,63,.,.,.,.
2011,KLN,E,KLN_E_2011,3,5,5,3,4,1.15470,0,86,0,16,3,16,0,0,3,38,.,.,.,.
2011,KLN,E,KLN_E_2011,3,2,5,8,4.5,2.64575,0,38,0,38,3,16,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,5,4,6,9,6,2.16025,0,86,0,3,3,0,0,0,0,86,.,.,.,.
2011,KLN,E,KLN_E_2011,6,6,6,4,5.5,1.00000,3,38,16,16,38,3,0,0,0,63,.,.,.,.
2011,KLN,E,KLN_E_2011,2,3,1,2,2,0.81650,0,38,38,3,0,16,0,0,38,38,.,.,.,.
2011,KLN,E,KLN_E_2011,3,3,4,2,3,0.81650,38,16,0,3,16,3,0,0,3,38,.,.,.,.
2011,KLN,E,KLN_E_2011,3,2,2,5,3,1.41421,86,16,0,16,16,0,0,0,3,86,.,.,.,.
2011,KLN,E,KLN_E_2011,5,2,3,4,3.5,1.29099,38,16,0,0,63,3,0,0,16,38,.,.,.,.
2011,KLN,E,KLN_E_2011,2,2,2,1,1.75,0.50000,16,3,0,0,3,3,0,0,63,3,.,.,.,.
2011,KLN,E,KLN_E_2011,1,1,1,1,1,0.00000,16,0,0,0,16,38,0,0,63,3,.,.,.,.
2011,KLN,E,KLN_E_2011,5,3,6,4,4.5,1.29099,63,0,0,0,63,0,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,2,2,2,2,2,0.00000,38,0,3,3,38,16,0,0,38,16,.,.,.,.
2011,KLN,E,KLN_E_2011,4,4,2,4,3.5,1.00000,86,0,3,0,16,3,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,4,6,4,4,4.5,1.00000,16,3,38,16,38,3,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,6,6,7,6,6.25,0.50000,16,16,16,3,38,0,0,0,3,63,.,.,.,.
2011,KLN,E,KLN_E_2011,2,2,3,3,2.5,0.57735,16,63,0,3,3,16,0,0,16,16,.,.,.,.
2011,KLN,E,KLN_E_2011,5,6,5,5,5.25,0.50000,86,16,0,16,16,0,0,0,0,63,.,.,.,.
2011,KLN,E,KLN_E_2011,4,5,3,4,4,0.81650,63,38,0,0,16,38,0,0,3,86,.,.,.,.
2011,KLN,E,KLN_E_2011,6,6,7,2,5.25,2.21736,63,16,0,0,38,16,0,0,0,38,.,.,.,.
2011,KLN,E,KLN_E_2011,5,5,4,5,4.75,0.50000,63,16,0,0,16,38,0,0,0,38,.,.,.,.
2011,KLN,E,KLN_E_2011,3,4,3,6,4,1.41421,38,63,0,3,16,0,0,0,3,86,.,.,.,.
2011,KLN,E,KLN_E_2011,4,5,3,3,3.75,0.95743,3,86,16,0,16,0,0,0,3,86,.,.,.,.
2011,KLN,E,KLN_E_2011,4,4,4,3,3.75,0.50000,38,38,0,16,16,0,0,0,0,63,.,.,.,.
2011,KLN,E,KLN_E_2011,6,5,2,5,4.5,1.73205,16,63,38,0,38,0,0,0,0,86,.,.,.,.
2011,KLN,E,KLN_E_2011,2,3,5,5,3.75,1.50000,0,86,38,16,3,0,0,0,3,86,.,.,.,.
2011,KLN,E,KLN_E_2011,6,3,4,5,4.5,1.29099,16,63,0,16,38,0,0,0,3,86,.,.,.,.
2011,KLN,E,KLN_E_2011,3,2,7,2,3.5,2.38048,0,38,3,0,38,38,0,0,16,38,.,.,.,.
2011,KLN,E,KLN_E_2011,6,6,6,4,5.5,1.00000,0,86,0,0,38,0,0,0,0,86,.,.,.,.
2011,KLN,E,KLN_E_2011,3,5,7,6,5.25,1.70783,3,63,0,16,38,0,0,3,0,63,.,.,.,.
2011,KLN,E,KLN_E_2011,4,3,5,9,5.25,2.62996,86,3,3,3,3,3,0,0,0,86,.,.,.,.
2011,KLN,E,KLN_E_2011,4,3,5,4,4,0.81650,86,16,0,0,3,3,0,0,0,63,.,.,.,.
2011,KLN,W,KLN_W_2011,5,5,5,7,5.5,1.00000,86,0,0,0,16,0,0,0,0,63,.,.,.,.
2011,KLN,W,KLN_W_2011,3,2,3,3,2.75,0.50000,63,0,0,0,3,3,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,3,2,3,3,2.75,0.50000,63,16,3,3,38,16,0,0,16,63,.,.,.,.
2011,KLN,W,KLN_W_2011,3,5,4,5,4.25,0.95743,63,16,0,3,16,38,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,2,3,3,3,2.75,0.50000,38,38,0,16,38,3,0,0,3,86,.,.,.,.
2011,KLN,W,KLN_W_2011,3,1,1,2,1.75,0.95743,3,38,0,38,16,16,0,0,16,38,.,.,.,.
2011,KLN,W,KLN_W_2011,3,2,2,4,2.75,0.95743,0,63,3,16,16,3,0,0,3,86,.,.,.,.
2011,KLN,W,KLN_W_2011,1,2,2,2,1.75,0.50000,3,86,0,3,3,3,0,0,0,63,.,.,.,.
2011,KLN,W,KLN_W_2011,4,3,3,3,3.25,0.50000,0,63,0,16,38,3,0,0,0,63,.,.,.,.
2011,KLN,W,KLN_W_2011,3,4,4,2,3.25,0.95743,0,86,0,3,16,0,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,3,3,2,2,2.5,0.57735,0,86,0,16,16,0,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,3,3,2,2,2.5,0.57735,38,16,0,3,16,0,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,4,4,3,3,3.5,0.57735,86,3,0,0,3,0,0,0,0,63,.,.,.,.
2011,KLN,W,KLN_W_2011,3,4,3,3,3.25,0.50000,86,0,0,0,3,0,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,5,3,2,7,4.25,2.21736,86,0,0,0,3,0,0,0,0,38,.,.,.,.
2011,KLN,W,KLN_W_2011,4,3,4,3,3.5,0.57735,0,86,0,3,3,0,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,3,2,2,2,2.25,0.50000,0,38,0,0,38,16,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,4,4,4,6,4.5,1.00000,0,86,0,38,38,0,0,0,0,86,.,.,.,.
2011,KLN,W,KLN_W_2011,4,3,4,4,3.75,0.50000,3,63,0,16,3,0,0,0,3,86,.,.,.,.
2011,KLN,W,KLN_W_2011,3,4,3,4,3.5,0.57735,0,63,0,16,0,0,3,0,3,86,.,.,.,.
2011,KLN,W,KLN_W_2011,5,3,2,3,3.25,1.25831,38,38,0,3,3,0,0,0,0,63,.,.,.,.
2011,KLN,W,KLN_W_2011,4,4,3,3,3.5,0.57735,38,38,0,3,0,0,0,0,0,38,.,.,.,.
2011,KLN,W,KLN_W_2011,3,3,6,2,3.5,1.73205,38,38,0,3,0,0,0,0,3,38,.,.,.,.
2011,KLN,W,KLN_W_2011,4,4,3,7,4.5,1.73205,86,16,0,3,16,0,0,0,1,38,.,.,.,.
2011,KLN,W,KLN_W_2011,3,3,4,4,3.5,0.57735,63,3,0,0,3,0,0,0,3,63,.,.,.,.
2011,KLN,W,KLN_W_2011,7,5,7,6,6.25,0.95743,86,3,0,0,3,0,0,0,0,63,.,.,.,.
2011,KLN,W,KLN_W_2011,4,4,3,6,4.25,1.25831,16,63,0,3,3,0,0,0,3,63,.,.,.,.
2011,KLN,W,KLN_W_2011,5,6,7,7,6.25,0.95743,86,3,0,0,16,0,0,0,3,63,.,.,.,.
2011,KLN,W,KLN_W_2011,4,4,6,5,4.75,0.95743,38,16,0,16,63,0,0,0,3,63,.,.,.,.
2011,KLN,W,KLN_W_2011,3,3,5,3,3.5,1.00000,16,16,0,0,38,0,0,0,3,86,.,.,.,.
2012,KLN,C,KLN_C_2012,1,0,1,2,1,0.81650,63,1,3,0,63,1,0,0,86,16,0.25,.,.,.
2012,KLN,C,KLN_C_2012,1,1,1,2,1.25,0.50000,38,0,0,0,63,0,0,0,98,3,0.50,.,.,.
2012,KLN,C,KLN_C_2012,5,2,5,3,3.75,1.50000,86,1,3,16,38,0,0,0,38,86,0.50,.,.,.
2012,KLN,C,KLN_C_2012,2,0,0,1,0.75,0.95743,63,1,0,0,38,0,0,0,86,16,0.25,.,.,.
2012,KLN,C,KLN_C_2012,2,1,2,2,1.75,0.50000,16,38,0,3,63,0,0,0,63,38,0.00,.,.,.
2012,KLN,C,KLN_C_2012,2,1,0,1,1,0.81650,38,38,0,3,38,63,0,0,63,38,0.00,.,.,.
2012,KLN,C,KLN_C_2012,3,3,2,4,3,0.81650,86,3,3,3,86,3,0,0,16,86,1.75,.,.,.
2012,KLN,C,KLN_C_2012,6,2,4,4,4,1.63299,86,38,3,3,16,3,0,0,16,86,2.00,.,.,.
2012,KLN,C,KLN_C_2012,4,5,4,4,4.25,0.50000,86,38,3,16,63,1,0,0,38,63,1.00,.,.,.
2012,KLN,C,KLN_C_2012,1,4,4,3,3,1.41421,38,63,0,3,38,0,0,0,63,38,1.50,.,.,.
2012,KLN,C,KLN_C_2012,2,2,0,1,1.25,0.95743,63,38,3,16,38,16,0,0,63,38,2.00,.,.,.
2012,KLN,C,KLN_C_2012,3,2,3,3,2.75,0.50000,0,86,0,16,38,0,0,0,16,63,3.50,.,.,.
2012,KLN,C,KLN_C_2012,3,3,3,3,3,0.00000,1,86,3,16,38,3,0,0,16,86,5.75,.,.,.
2012,KLN,C,KLN_C_2012,5,6,4,5,5,0.81650,86,38,0,3,0,0,0,0,16,98,8.50,.,.,.
2012,KLN,C,KLN_C_2012,3,4,2,6,3.75,1.70783,38,63,3,16,3,3,0,0,38,63,6.25,.,.,.
2012,KLN,C,KLN_C_2012,4,4,3,2,3.25,0.95743,86,0,0,38,38,0,0,0,38,63,6.00,.,.,.
2012,KLN,C,KLN_C_2012,1,1,1,1,1,0.00000,38,16,0,1,16,3,0,0,86,3,0.00,.,.,.
2012,KLN,C,KLN_C_2012,3,3,2,2,2.5,0.57735,63,0,0,16,3,3,0,0,38,63,5.25,.,.,.
2012,KLN,C,KLN_C_2012,1,3,7,3,3.5,2.51661,0,86,0,16,38,3,0,0,16,98,4.25,.,.,.
2012,KLN,C,KLN_C_2012,5,5,3,5,4.5,1.00000,86,16,0,38,1,1,0,0,3,86,10.00,.,.,.
2012,KLN,C,KLN_C_2012,3,3,3,4,3.25,0.50000,63,0,0,38,3,1,0,0,38,86,6.25,.,.,.
2012,KLN,C,KLN_C_2012,3,3,2,3,2.75,0.50000,38,16,0,16,63,16,0,0,38,63,6.50,.,.,.
2012,KLN,C,KLN_C_2012,4,5,3,3,3.75,0.95743,86,16,0,0,3,0,0,0,16,86,8.50,.,.,.
2012,KLN,C,KLN_C_2012,3,3,3,4,3.25,0.50000,86,3,3,3,16,38,0,0,16,86,4.50,.,.,.
2012,KLN,C,KLN_C_2012,2,3,2,2,2.25,0.50000,63,0,0,3,3,38,0,0,38,63,4.25,.,.,.
2012,KLN,C,KLN_C_2012,3,3,1,3,2.5,1.00000,63,16,0,3,16,16,0,0,63,38,3.50,.,.,.
2012,KLN,C,KLN_C_2012,3,4,2,2,2.75,0.95743,86,0,0,3,38,0,0,0,38,63,5.50,.,.,.
2012,KLN,C,KLN_C_2012,5,3,3,3,3.5,1.00000,63,16,3,38,38,0,0,0,16,86,1.00,.,.,.
2012,KLN,C,KLN_C_2012,3,3,5,3,3.5,1.00000,16,86,0,16,1,0,0,0,3,86,6.75,.,.,.
2012,KLN,C,KLN_C_2012,3,2,2,3,2.5,0.57735,1,86,0,3,0,3,0,0,38,63,5.75,.,.,.
2012,KLN,E,KLN_E_2012,1,1,0,0,0.5,0.57735,3,86,0,3,0,16,0,0,63,63,0.25,.,.,.
2012,KLN,E,KLN_E_2012,1,1,1,1,1,0.00000,86,16,3,3,3,0,0,0,86,16,0.00,.,.,.
2012,KLN,E,KLN_E_2012,5,3,3,5,4,1.15470,86,0,0,3,38,0,0,0,38,86,2.00,.,.,.
2012,KLN,E,KLN_E_2012,3,4,2,3,3,0.81650,63,38,0,3,3,0,0,0,3,98,3.75,.,.,.
2012,KLN,E,KLN_E_2012,7,6,5,5,5.75,0.95743,0,86,0,16,63,0,0,0,16,86,9.00,.,.,.
2012,KLN,E,KLN_E_2012,5,6,5,4,5,0.81650,38,38,0,16,86,0,0,0,38,63,3.25,.,.,.
2012,KLN,E,KLN_E_2012,3,5,2,7,4.25,2.21736,0,86,0,16,38,3,0,0,16,86,3.50,.,.,.
2012,KLN,E,KLN_E_2012,4,5,7,5,5.25,1.25831,0,86,0,16,63,0,0,0,16,98,14.00,.,.,.
2012,KLN,E,KLN_E_2012,2,3,3,3,2.75,0.50000,86,38,0,3,3,0,0,0,16,86,5.00,.,.,.
2012,KLN,E,KLN_E_2012,5,5,4,6,5,0.81650,16,63,3,38,63,0,0,0,3,86,3.75,.,.,.
2012,KLN,E,KLN_E_2012,3,4,3,5,3.75,0.95743,16,86,0,16,38,0,0,0,16,86,4.75,.,.,.
2012,KLN,E,KLN_E_2012,3,2,3,3,2.75,0.50000,63,38,0,3,1,0,0,0,16,86,3.50,.,.,.
2012,KLN,E,KLN_E_2012,5,5,4,7,5.25,1.25831,38,63,0,16,38,0,0,0,3,98,10.00,.,.,.
2012,KLN,E,KLN_E_2012,5,4,9,6,6,2.16025,86,38,0,3,1,0,0,0,16,98,11.75,.,.,.
2012,KLN,E,KLN_E_2012,4,3,1,2,2.5,1.29099,38,63,38,38,0,0,0,0,38,63,0.00,.,.,.
2012,KLN,E,KLN_E_2012,4,3,4,4,3.75,0.50000,0,3,3,16,16,0,0,0,3,98,13.75,.,.,.
2012,KLN,E,KLN_E_2012,6,4,2,6,4.5,1.91485,0,86,0,3,38,0,0,0,3,98,5.25,.,.,.
2012,KLN,E,KLN_E_2012,4,5,6,5,5,0.81650,0,86,0,3,16,0,0,0,1,98,5.50,.,.,.
2012,KLN,E,KLN_E_2012,3,3,4,2,3,0.81650,0,98,0,3,3,3,0,0,16,86,1.50,.,.,.
2012,KLN,E,KLN_E_2012,5,4,5,5,4.75,0.50000,0,63,0,38,63,0,0,0,16,86,2.25,.,.,.
2012,KLN,E,KLN_E_2012,3,4,5,3,3.75,0.95743,0,86,0,16,38,0,0,0,38,86,1.75,.,.,.
2012,KLN,E,KLN_E_2012,1,1,1,1,1,0.00000,63,3,0,0,38,0,0,0,63,38,0.25,.,.,.
2012,KLN,E,KLN_E_2012,1,2,2,1,1.5,0.57735,16,63,0,38,0,3,0,0,16,86,1.00,.,.,.
2012,KLN,E,KLN_E_2012,5,3,4,5,4.25,0.95743,86,3,0,3,3,0,0,0,3,98,9.25,.,.,.
2012,KLN,E,KLN_E_2012,5,5,4,5,4.75,0.50000,0,86,0,3,63,0,0,0,3,98,8.50,.,.,.
2012,KLN,E,KLN_E_2012,4,3,3,3,3.25,0.50000,0,63,0,63,0,0,0,0,3,86,6.25,.,.,.
2012,KLN,E,KLN_E_2012,5,5,4,5,4.75,0.50000,0,86,0,3,63,0,0,0,3,98,14.25,.,.,.
2012,KLN,E,KLN_E_2012,3,5,4,5,4.25,0.95743,3,86,0,16,16,0,0,0,3,98,5.25,.,.,.
2012,KLN,E,KLN_E_2012,3,4,3,3,3.25,0.50000,38,63,0,16,38,0,0,0,3,98,6.00,.,.,.
2012,KLN,E,KLN_E_2012,3,3,2,2,2.5,0.57735,3,38,0,63,16,0,0,0,38,63,3.50,.,.,.
2012,KLN,W,KLN_W_2012,5,4,4,2,3.75,1.25831,38,38,3,3,63,0,0,0,16,86,0.25,.,.,.
2012,KLN,W,KLN_W_2012,1,1,1,1,1,0.00000,63,0,0,0,38,16,0,0,86,16,0.00,.,.,.
2012,KLN,W,KLN_W_2012,1,1,1,1,1,0.00000,38,63,0,0,38,16,0,0,86,16,0.00,.,.,.
2012,KLN,W,KLN_W_2012,2,1,1,2,1.5,0.57735,16,38,0,3,63,3,0,0,86,16,0.00,.,.,.
2012,KLN,W,KLN_W_2012,3,3,3,3,3,0.00000,1,63,0,3,38,16,0,0,63,16,0.50,.,.,.
2012,KLN,W,KLN_W_2012,3,3,0,1,1.75,1.50000,0,86,0,3,38,16,0,0,63,38,0.75,.,.,.
2012,KLN,W,KLN_W_2012,1,3,1,1,1.5,1.00000,1,63,0,3,63,38,0,0,63,38,0.25,.,.,.
2012,KLN,W,KLN_W_2012,1,2,1,1,1.25,0.50000,0,86,0,16,0,38,0,0,63,16,2.00,.,.,.
2012,KLN,W,KLN_W_2012,3,1,1,1,1.5,1.00000,0,98,0,1,1,3,0,0,38,16,0.00,.,.,.
2012,KLN,W,KLN_W_2012,1,1,3,2,1.75,0.95743,0,63,3,16,3,3,0,0,63,16,0.00,.,.,.
2012,KLN,W,KLN_W_2012,2,1,1,1,1.25,0.50000,1,86,3,38,16,63,0,0,16,63,0.25,.,.,.
2012,KLN,W,KLN_W_2012,1,1,0,0,0.5,0.57735,38,38,0,16,3,16,0,0,86,16,0.25,.,.,.
2012,KLN,W,KLN_W_2012,1,1,1,0,0.75,0.50000,63,38,3,3,3,1,0,0,38,63,0.25,.,.,.
2012,KLN,W,KLN_W_2012,0,3,1,1,1.25,1.25831,63,38,3,3,16,3,0,0,38,38,1.00,.,.,.
2012,KLN,W,KLN_W_2012,1,0,1,1,0.75,0.50000,63,38,3,3,16,3,0,0,16,86,3.25,.,.,.
2012,KLN,W,KLN_W_2012,1,1,1,1,1,0.00000,38,16,3,3,38,0,0,0,38,63,0.00,.,.,.
2012,KLN,W,KLN_W_2012,4,3,2,0,2.25,1.70783,38,16,0,0,16,38,0,0,98,16,0.00,.,.,.
2012,KLN,W,KLN_W_2012,1,4,4,3,3,1.41421,38,38,0,0,63,16,0,0,38,63,1.75,.,.,.
2012,KLN,W,KLN_W_2012,0,2,0,4,1.5,1.91485,38,16,3,3,63,3,0,0,86,3,0.00,.,.,.
2012,KLN,W,KLN_W_2012,1,0,0,0,0.25,0.50000,38,16,3,3,3,3,0,0,63,38,0.75,.,.,.
2012,KLN,W,KLN_W_2012,0,0,5,0,1.25,2.50000,16,3,0,0,16,3,0,0,86,3,0.75,.,.,.
2012,KLN,W,KLN_W_2012,3,4,3,4,3.5,0.57735,38,16,0,0,63,16,0,0,86,3,0.50,.,.,.
2012,KLN,W,KLN_W_2012,1,2,1,1,1.25,0.50000,0,0,98,3,16,3,0,0,16,63,2.00,.,.,.
2012,KLN,W,KLN_W_2012,1,1,1,1,1,0.00000,3,63,0,3,1,16,0,0,63,63,0.25,.,.,.
2012,KLN,W,KLN_W_2012,1,1,2,2,1.5,0.57735,16,86,0,3,38,16,0,0,63,38,2.75,.,.,.
2012,KLN,W,KLN_W_2012,7,1,1,2,2.75,2.87228,0,98,3,3,3,3,0,0,38,63,0.25,.,.,.
2012,KLN,W,KLN_W_2012,2,3,3,3,2.75,0.50000,0,86,3,16,38,3,0,0,3,86,2.00,.,.,.
2012,KLN,W,KLN_W_2012,0,1,1,1,0.75,0.50000,3,63,0,3,1,3,0,0,38,63,3.25,.,.,.
2012,KLN,W,KLN_W_2012,1,2,2,2,1.75,0.50000,3,86,3,16,1,1,0,0,63,16,2.00,.,.,.
2012,KLN,W,KLN_W_2012,1,1,0,1,0.75,0.50000,16,86,3,3,3,16,0,0,63,38,0.25,.,.,.
2013,KLN,C,KLN_C_2013,3,4,3,4,3.5,0.57735,86,0,0,3,16,0,0,0,0,86,7.00,.,.,.
2013,KLN,C,KLN_C_2013,2,3,3,3,2.75,0.50000,86,3,0,3,16,0,0,0,3,63,8.00,.,.,.
2013,KLN,C,KLN_C_2013,1,2,2,3,2,0.81650,63,3,0,3,3,3,0,0,16,63,6.00,.,.,.
2013,KLN,C,KLN_C_2013,2,3,2,3,2.5,0.57735,63,16,0,3,3,3,0,0,16,63,3.00,.,.,.
2013,KLN,C,KLN_C_2013,4,5,5,4,4.5,0.57735,0,86,0,16,0,3,0,0,0,38,2.00,.,.,.
2013,KLN,C,KLN_C_2013,2,2,3,3,2.5,0.57735,63,16,0,3,16,3,0,0,16,63,0.50,.,.,.
2013,KLN,C,KLN_C_2013,3,2,1,2,2,0.81650,63,16,0,3,16,3,0,0,3,63,1.00,.,.,.
2013,KLN,C,KLN_C_2013,2,3,3,3,2.75,0.50000,3,63,0,16,16,0,0,0,0,63,1.00,.,.,.
2013,KLN,C,KLN_C_2013,3,3,3,3,3,0.00000,0,63,63,16,0,0,0,0,0,86,5.00,.,.,.
2013,KLN,C,KLN_C_2013,2,4,3,3,3,0.81650,16,63,63,16,3,1,0,0,1,86,7.00,.,.,.
