NectarRecordID,ButterflyTransID,Nectar Plant Name,USDA scientific name,Section 1,Section 2,Section 3,Section 4,Section 5
7139,1674,daisy fleabane,,0,0,1,0,0
7140,1674,dogbane,,0,0,0,1,0
7141,1675,yellow oxalis,,3,0,0,0,5
7142,1675,dogbane,,9,2,2,0,1
7143,1675,bindweed,,0,1,0,0,0
7144,1675,yellow sweet clover,,0,0,0,1,0
7145,1676,red clover,,50,40,90,45,15
7146,1676,oxeye daisy,,50,20,0,0,0
7147,1676,deptford pink,,35,3,0,6,1
7148,1676,daisy fleabane,,0,6,2,20,3
7149,1676,white clover,,0,5,0,0,5
7150,1676,spiderwort,,0,0,0,2,0
7151,1676,yarrow,,0,0,0,3,0
7152,1677,red clover,,100,100,150,150,100
7153,1677,spiderwort,,11,40,30,2,5
7154,1677,daisy fleabane,,0,4,0,0,2
7155,1678,red clover,,50,40,60,40,70
7156,1678,spiderwort,,10,10,0,15,15
7157,1678,white clover,,15,15,10,10,25
7158,1678,daisy fleabane,,0,1,0,0,0
7159,1678,deptford pink,,0,0,2,0,0
7160,1678,bindweed,,0,0,0,2,0
7161,1678,dogbane,,0,0,0,1,0
7162,1679,prairie rose,,10,1,0,0,0
7163,1679,spiderwort,,9,0,0,4,0
7164,1679,wild indigo,,1,0,5,0,0
7165,1679,yarrow,,5,0,2,0,0
7166,1679,white lobelia,,1,0,0,0,0
7167,1679,common cinquefoil,,0,0,0,3,0
7168,1680,white lobelia,,1,0,0,0,2
7169,1680,daisy fleabane,,1,0,0,0,1
7170,1680,blackberry,,1,2,0,0,0
7171,1680,prairie rose,,0,1,0,4,2
7172,1680,bedstraw,,0,1,0,0,0
7173,1680,spiderwort,,0,0,14,10,4
7174,1681,deptford pink,,8,0,0,0,0
7175,1681,white clover,,15,10,40,55,45
7176,1681,black medick,,1,0,0,0,0
7177,1681,wild parsnip,,1,0,0,0,0
7178,1681,yellow oxalis,,0,2,0,1,0
7179,1681,yellow sweet clover,,0,0,5,0,2
7180,1681,birdsfoot trefoil,,0,0,10,0,10
7181,1682,birdsfoot trefoil,,100,90,35,0,10
7182,1682,yellow sweet clover,,10,0,0,0,0
7183,1682,horse nettle,,5,2,2,2,0
7184,1682,daisy fleabane,,0,0,0,10,0
7185,1683,white lobelia,,0,1,1,0,0
7186,1684,white clover,,15,15,15,30,30
7187,1684,red clover,,1,0,0,4,10
7188,1684,prairie blazing star,,1,0,0,0,0
7189,1684,yellow oxalis,,0,1,0,0,0
7190,1684,horse nettle,,0,0,4,0,0
7191,1686,white clover,,32,17,45,100,30
7192,1686,red clover,,4,3,10,30,14
7193,1686,birdsfoot trefoil,,0,0,10,0,0
7194,1687,birdsfoot trefoil,,22,10,25,1,0
7195,1687,red clover,,16,11,1,2,1
7196,1687,daisy fleabane,,5,5,1,2,0
7197,1687,white clover,,3,1,12,0,0
7198,1687,deptford pink,,0,0,0,4,0
7199,1688,birdsfoot trefoil,,25,3,8,30,27
7200,1688,red clover,,1,0,0,5,4
7201,1688,deptford pink,,1,0,0,0,0
7202,1688,white clover,,0,0,10,10,0
7203,1688,yellow sweet clover,,0,0,2,0,0
7204,1688,daisy fleabane,,0,0,1,0,2
7205,1689,birdsfoot trefoil,,1,0,3,8,0
7206,1689,black medick,,1,0,0,0,0
7207,1689,deptford pink,,1,1,0,0,1
7208,1689,daisy fleabane,,1,2,1,3,3
7209,1689,thistle,,0,3,0,0,0
7210,1689,prairie rose,,0,1,0,0,0
7211,1689,red clover,,0,0,4,3,0
7212,1689,white clover,,0,0,5,4,6
7213,1690,white lobelia,,2,1,0,0,0
7214,1690,yellow oxalis,,0,0,13,0,0
7215,1691,birdsfoot trefoil,,2,0,25,0,0
7216,1692,birdsfoot trefoil,,15,0,10,40,75
7217,1693,white clover,,53,60,40,85,75
7218,1693,birdsfoot trefoil,,15,0,1,0,20
7219,1693,oxeye daisy,,1,0,0,0,0
7220,1693,daisy fleabane,,0,1,0,2,3
7221,1693,deptford pink,,0,0,3,1,3
7222,1693,,,0,0,0,0,
7223,1694,white clover,,60,60,60,60,55
7224,1694,birdsfoot trefoil,,3,2,10,0,20
7225,1694,red clover,,0,3,0,1,0
7226,1694,daisy fleabane,,0,2,15,4,10
7227,1694,oxeye daisy,,0,0,5,0,0
7228,1694,black eyed susan,,0,0,0,1,0
7229,1694,yarrow,,0,0,0,1,0
7230,1695,daisy fleabane,,3,2,0,0,0
7231,1695,oxeye daisy,,1,5,0,0,0
7232,1695,white lobelia,,0,2,0,0,0
7233,1695,white clover,,0,0,0,5,0
7234,1695,red clover,,0,0,0,0,2
7235,1695,birdsfoot trefoil,,0,0,0,0,2
7236,1696,white clover,,0,36,131,77,235
7237,1696,purple verbena,,1,0,0,0,0
7238,1696,birdsfoot trefoil,,0,3,3,0,7
7239,1696,red clover,,0,0,0,3,0
7240,1697,yellow oxalis,,0,0,1,0,7
7241,1698,yellow oxalis,,7,12,18,0,11
7242,1698,white clover,,0,8,2,6,2
7243,1698,birdsfoot trefoil,,0,2,0,0,0
7244,1700,white clover,,113,22,35,17,62
7245,1700,yellow oxalis,,1,1,3,0,0
7246,1700,horse nettle,,3,1,0,2,0
7247,1700,hoary verbena,,0,6,2,5,0
7248,1700,yarrow,,0,1,2,3,9
7249,1700,daisy fleabane,,0,7,1,17,0
7250,1700,corn speedwell,,0,1,0,0,0
7251,1700,wild indigo,,0,0,2,1,0
7252,1700,birdsfoot trefoil,,0,0,0,1,0
7253,1701,Coreopsis palmata,,5,2,1,6,71
7254,1701,wild quinine,,0,0,0,0,1
7255,1701,daisy fleabane,,0,0,0,0,4
7256,1701,yarrow,,0,2,0,0,1
7257,1701,pale purple coneflower,,0,1,3,0,1
7258,1701,pale yellow cinquefoil,,0,0,3,0,0
7259,1701,butterfly milkweed,,0,3,2,0,0
7260,1701,virginia bunchweed,,2,0,0,0,0
7261,1702,lead plant,,7,0,0,0,17
7262,1702,daisy fleabane,,12,0,0,0,0
7263,1702,slender mountain mint,,7,11,12,0,1
7264,1702,yarrow,,0,4,0,0,0
7265,1702,black eyed susan,,0,1,0,0,2
7266,1702,pale yellow cinquefoil,,0,0,0,0,6
7267,1702,wild indigo,,0,0,0,0,3
7268,1703,slender mountain mint,,1,2,1,0,7
7269,1703,yarrow,,0,0,1,0,1
7270,1703,black eyed susan,,6,11,13,0,11
7271,1703,wild indigo,,0,1,0,0,2
7272,1704,yarrow,,1,0,0,0,6
7273,1704,slender mountain mint,,2,7,1,11,6
7274,1704,black eyed susan,,0,0,1,5,0
7275,1705,birdsfoot trefoil,,105,120,170,93,115
7276,1705,red clover,,140,29,23,21,77
7277,1705,white clover,,35,60,21,6,12
7278,1705,oxeye daisy,,0,0,10,8,6
7279,1705,daisy fleabane,,2,2,1,0,0
7280,1705,yellow sweet clover,,45,55,0,0,1
7281,1705,deptford pink,,0,0,0,5,1
7282,1706,hoary verbena,,2,2,8,7,3
7283,1706,daisy fleabane,,0,4,0,0,47
7284,1706,white clover,,5,22,1,8,11
7285,1706,prairie petunia,,1,0,0,2,0
7286,1706,yellow oxalis,,0,0,1,1,0
7287,1706,horse nettle,,1,0,0,1,0
7288,1706,wild indigo,,0,0,2,0,0
7289,1706,slender mountain mint,,2,0,0,0,0
7290,1707,white clover,,82,88,205,51,69
7291,1707,daisy fleabane,,75,37,0,4,20
7292,1707,hoary verbena,,0,0,0,1,0
7293,1707,wild indigo,,0,0,0,1,0
7294,1707,yarrow,,0,1,6,0,0
7295,1707,hoary verbena,,2,0,0,0,0
7296,1708,birdsfoot trefoil,,85,215,214,165,315
7297,1708,white clover,,50,77,120,86,60
7298,1708,red clover,,0,0,11,28,37
7299,1708,yellow sweet clover,,0,5,0,5,20
7300,1709,birdsfoot trefoil,,313,370,361,415,220
7301,1709,red clover,,10,88,17,45,0
7302,1709,white clover,,1,38,100,2,5
7303,1709,oxeye daisy,,1,2,1,0,2
7304,1709,daisy fleabane,,0,1,0,0,0
7305,1710,birdsfoot trefoil,,307,210,20,24,0
7306,1710,black eyed susan,,2,0,0,0,0
7307,1710,prairie petunia,,4,0,0,2,0
7308,1710,white clover,,2,0,0,1,0
7309,1710,pale yellow cinquefoil,,0,1,0,0,0
7310,1710,red clover,,0,3,0,0,0
7311,1710,oxeye daisy,,0,2,0,0,0
7312,1710,slender mountain mint,,0,0,4,4,0
7313,1710,white lobelia,,0,0,0,1,0
7314,1711,birdsfoot trefoil,,510,735,870,780,720
7315,1711,red clover,,375,550,151,240,170
7316,1711,oxeye daisy,,3,0,1,0,2
7317,1711,white clover,,0,15,1,0,0
7318,1712,birdsfoot trefoil,,80,350,480,480,280
7319,1712,red clover,,0,4,0,80,115
7320,1712,black eyed susan,,0,0,2,0,0
7321,1712,oxeye daisy,,0,3,2,1,2
7322,1713,red clover,,310,320,220,380,500
7323,1713,birdsfoot trefoil,,182,370,140,200,400
7324,1713,oxeye daisy,,1,0,0,0,0
7325,1713,white clover,,0,20,0,100,0
7326,1713,daisy fleabane,,0,2,2,0,0
7327,1713,black eyed susan,,0,12,6,0,0
7328,1713,yarrow,,0,0,2,0,0
7329,1714,birdsfoot trefoil,,0,0,0,0,470
7330,1714,white lobelia,,0,0,0,0,1
7331,1714,white clover,,0,0,0,0,8
7332,1714,prairie petunia,,0,0,0,0,1
7333,1714,slender mountain mint,,0,0,0,0,1
7334,1715,birdsfoot trefoil,,630,480,287,215,305
7335,1715,prairie petunia,,0,0,0,3,2
7336,1715,horse nettle,,0,0,0,0,1
7337,1715,white lobelia,,6,4,1,2,5
7338,1715,slender mountain mint,,0,3,0,4,0
7339,1715,white clover,,0,0,0,4,0
7340,1715,daisy fleabane,,0,1,0,0,0
7341,1716,horse nettle,,0,0,1,0,1
7342,1716,birdsfoot trefoil,,50,250,75,100,30
7343,1716,slender mountain mint,,0,2,0,0,4
7344,1716,yarrow,,0,0,0,1,0
7345,1716,yellow sweet clover,,0,0,0,1,1
7346,1716,red clover,,0,0,0,3,0
7347,1716,white lobelia,,0,0,1,0,0
7348,1716,deptford pink,,1,3,2,0,0
7349,1717,birdsfoot trefoil,,150,130,1,150,190
7350,1717,yarrow,,3,0,0,0,0
7351,1717,prairie petunia,,0,0,0,2,0
7352,1717,horse nettle,,0,1,0,0,2
7353,1717,red clover,,0,1,0,0,0
7354,1717,daisy fleabane,,0,2,0,0,0
7355,1717,wild indigo,,0,0,0,4,0
7356,1717,slender mountain mint,,0,0,0,0,2
7357,1718,birdsfoot trefoil,,72,350,500,280,190
7358,1718,slender mountain mint,,2,1,1,1,0
7359,1718,white lobelia,,1,0,0,0,0
7360,1718,wild indigo,,0,0,1,0,0
7361,1718,deptford pink,,0,0,1,0,0
7362,1718,yarrow,,0,0,0,0,1
7363,1718,red clover,,0,0,0,0,1
7364,1719,birdsfoot trefoil,,70,80,100,260,130
7365,1719,red clover,,20,0,30,50,30
7366,1719,yarrow,,3,0,0,0,0
7367,1719,yellow sweet clover,,0,2,0,0,0
7368,1720,pale purple coneflower,,2,0,0,0,0
7369,1720,yarrow,,1,1,2,0,0
7370,1720,black eyed susan,,0,0,0,25,33
7371,1720,daisy fleabane,,0,0,0,1,0
7372,1720,butterfly milkweed,,0,0,0,1,0
7373,1721,slender mountain mint,,0,0,0,1,3
7374,1722,blackberry,,0,1,0,0,0
7375,1722,black eyed susan,,0,0,3,0,0
7376,1722,slender mountain mint,,0,0,0,0,2
7377,1723,birdsfoot trefoil,,20,20,1,40,30
7378,1723,deptford pink,,5,0,0,0,0
7379,1723,daisy fleabane,,8,0,1,0,0
7380,1723,yarrow,,2,0,0,0,0
7381,1723,horse nettle,,4,2,1,4,1
7382,1723,lead plant,,1,1,11,1,0
7383,1723,white clover,,5,0,0,0,0
7384,1723,yellow sweet clover,,30,0,0,0,0
7385,1723,Queen Anne's lace,,0,0,1,0,0
7386,1723,prairie blazing star,,0,0,0,0,23
7387,1724,white clover,,2,0,0,0,0
7388,1724,prairie petunia,,1,0,0,0,0
7389,1724,Queen Anne's lace,,0,0,1,0,0
7390,1724,birdsfoot trefoil,,0,0,0,0,130
7391,1725,prairie milkwort,,0,0,0,0,3
7392,1725,yellow oxalis,,0,0,0,0,1
7393,1725,daisy fleabane,,0,0,0,0,5
7394,1725,slender mountain mint,,5,15,38,32,7
7395,1726,yarrow,,0,0,0,0,1
7396,1726,white lobelia,,1,0,1,0,0
7397,1726,pale purple coneflower,,1,1,0,0,0
7398,1726,black eyed susan,,32,0,0,0,0
7399,1726,daisy fleabane,,13,0,0,0,0
7400,1727,black eyed susan,,1,0,0,0,4
7401,1727,tall cinquefoil,,0,0,0,0,3
7402,1727,daisy fleabane,,0,0,0,0,2
7403,1728,daisy fleabane,,0,2,0,0,2
7404,1728,germander,,0,0,0,0,1
7405,1728,white clover,,80,160,21,118,55
7406,1728,hoary verbena,,14,7,3,10,8
7407,1728,prairie petunia,,0,0,0,1,0
7408,1728,red clover,,3,0,2,0,0
7409,1728,birdsfoot trefoil,,0,0,3,0,0
7410,1728,wild indigo,,0,0,1,0,0
7411,1728,horse nettle,,5,2,0,0,0
7412,1728,yarrow,,2,1,0,0,0
7413,1729,yarrow,,0,2,6,3,14
7414,1729,birdsfoot trefoil,,0,0,0,20,4
7415,1729,white clover,,36,75,28,0,65
7416,1729,hoary verbena,,0,19,0,33,11
7417,1729,red clover,,0,0,0,0,3
7418,1729,daisy fleabane,,5,3,0,9,0
7419,1729,prairie petunia,,0,0,0,1,0
7420,1729,wild indigo,,0,0,1,0,0
7421,1729,germander,,0,6,0,0,0
7422,1729,horse nettle,,3,0,0,0,0
7423,1730,white clover,,3,0,5,109,4
7424,1730,daisy fleabane,,0,0,6,27,9
7425,1730,prairie petunia,,1,0,0,3,0
7426,1730,hoary verbena,,0,0,0,1,0
7427,1730,whorled milkweed,,0,0,0,1,0
7428,1730,wild indigo,,0,0,0,2,0
7429,1730,horse nettle,,0,1,0,0,0
7430,1730,red clover,,1,0,0,0,0
7431,1731,germander,,0,0,0,0,9
7432,1731,horse nettle,,0,0,0,0,1
7433,1731,hoary verbena,,4,0,0,0,1
7434,1731,white clover,,400,50,128,15,10
7435,1731,birdsfoot trefoil,,20,1,5,8,5
7436,1732,yellow oxalis,,0,2,1,3,7
7437,1732,white clover,,15,0,2,4,0
7438,1732,birdsfoot trefoil,,4,0,0,3,0
7439,1732,chickweed,,1,2,0,0,0
7440,1732,hoary verbena,,8,0,0,0,0
7441,1733,birdsfoot trefoil,,2,5,0,0,7
7442,1733,hoary verbena,,0,0,0,0,1
7443,1733,dandelion,,0,0,0,0,1
7444,1733,white clover,,0,3,0,0,0
7445,1734,black eyed susan,,0,6,0,0,4
7446,1734,birdsfoot trefoil,,40,120,65,0,145
7447,1734,white clover,,4,56,8,0,1
7448,1734,sulfur cinquefoil,,0,0,0,2,5
7449,1734,golden alexander,,0,0,0,0,4
7450,1734,germander,,0,0,0,7,0
7451,1734,heal all,,0,0,3,0,0
7452,1734,red clover,,0,4,3,0,0
7453,1734,daisy fleabane,,0,19,0,0,0
7454,1734,hoary verbena,,0,1,0,0,0
7455,1734,horse nettle,,2,4,0,0,0
7456,1735,birdsfoot trefoil,,23,10,92,60,115
7457,1735,red clover,,0,3,10,5,10
7458,1735,white clover,,10,0,0,40,60
7459,1735,daisy fleabane,,8,5,0,0,0
7460,1735,black eyed susan,,5,2,0,0,0
7461,1735,slender mountain mint,,7,0,0,0,0
7462,1736,birdsfoot trefoil,,250,120,55,70,41
7463,1736,daisy fleabane,,0,0,0,150,71
7464,1736,red clover,,45,0,5,14,8
7465,1736,white clover,,25,15,5,80,15
7466,1736,black eyed susan,,0,6,0,0,1
7467,1736,horse nettle,,3,1,0,1,0
7468,1736,sulfur cinquefoil,,1,0,0,0,0
7469,1737,horse nettle,,0,0,0,0,1
7470,1737,chickweed,,5,0,0,0,2
7471,1737,birdsfoot trefoil,,5,350,205,75,16
7472,1737,red clover,,0,0,1,13,0
7473,1737,white clover,,0,5,70,60,0
7474,1737,prairie petunia,,0,0,0,2,0
7475,1737,germander,,1,0,1,0,0
7476,1737,yellow oxalis,,2,1,0,0,0
7477,1737,daisy fleabane,,100,0,0,0,0
7478,1738,white clover,,0,21,10,5,140
7479,1738,horse nettle,,0,1,2,4,2
7480,1738,birdsfoot trefoil,,3,3,2,10,0
7481,1738,yellow oxalis,,0,1,0,0,0
7482,1739,white clover,,20,5,27,30,20
7483,1739,birdsfoot trefoil,,15,15,7,5,10
7484,1739,horse nettle,,0,0,0,1,0
7485,1739,yellow oxalis,,17,0,0,0,0
7486,1740,red clover,,40,150,400,270,345
7487,1740,chicory,,17,5,0,1,1
7488,1740,deptford pink,,1,0,0,3,0
7489,1740,daisy fleabane,,25,80,0,130,0
7490,1740,yarrow,,0,4,0,1,0
7491,1740,Queen Anne's lace,,0,1,1,3,0
7492,1740,oxeye daisy,,5,0,0,0,0
7493,1741,red clover,,450,500,560,970,650
7494,1741,spiderwort,,1,0,0,1,3
7495,1741,daisy fleabane,,0,35,60,50,110
7496,1741,Queen Anne's lace,,0,3,2,31,0
7497,1741,black eyed susan,,0,3,4,0,0
7498,1741,sawtooth sunflower,,2,2,18,0,0
7499,1741,yarrow,,0,0,2,0,0
7500,1741,common cinquefoil,,0,7,0,0,0
7501,1741,morning glory,,1,0,0,0,0
7502,1742,red clover,,500,900,1500,1300,1250
7503,1742,grey-headed coneflower,,0,0,0,0,2
7504,1742,sawtooth sunflower,,0,6,0,0,1
7505,1742,Queen Anne's lace,,6,0,0,0,1
7506,1742,common cinquefoil,,12,15,3,0,0
7507,1742,daisy fleabane,,5,0,0,0,0
7508,1742,sulfur cinquefoil,,2,0,0,0,0
7509,1743,daisy fleabane,,5,50,15,15,30
7510,1743,white clover,,60,150,50,200,219
7511,1743,black eyed susan,,4,11,3,5,8
7512,1743,birdsfoot trefoil,,98,30,20,45,38
7513,1743,red clover,,1,10,7,5,3
7514,1743,slender mountain mint,,0,3,17,29,0
7515,1743,yarrow,,0,0,0,1,0
7516,1743,grey-headed coneflower,,0,0,3,0,0
7517,1744,white clover,,100,100,300,500,1000
7518,1744,yarrow,,0,0,0,0,3
7519,1744,black eyed susan,,16,34,21,11,18
7520,1744,daisy fleabane,,3,73,3,40,34
7521,1744,birdsfoot trefoil,,50,0,15,80,0
7522,1744,slender mountain mint,,8,21,2,23,0
7523,1744,deptford pink,,0,0,1,3,0
7524,1744,heal all,,6,3,0,2,0
7525,1744,red clover,,0,0,0,11,0
7526,1744,Queen Anne's lace,,0,1,0,0,0
7527,1744,oxeye daisy,,1,1,2,0,0
7528,1744,prairie milkwort,,0,0,2,0,0
7529,1745,agrimony,,0,0,0,0,1
7530,1745,purple prairie clover,,0,0,0,0,1
7531,1745,grey-headed coneflower,,0,0,0,0,1
7532,1745,daisy fleabane,,45,0,5,10,30
7533,1745,black eyed susan,,2,10,0,8,2
7534,1745,white clover,,120,25,20,50,35
7535,1745,birdsfoot trefoil,,5,15,30,150,50
7536,1745,red clover,,0,0,1,2,5
7537,1745,slender mountain mint,,0,0,0,2,0
7538,1745,Queen Anne's lace,,1,0,0,0,0
7539,1746,birdsfoot trefoil,,700,700,600,500,175
7540,1746,Queen Anne's lace,,0,4,0,7,40
7541,1746,prairie petunia,,0,0,0,0,1
7542,1746,red clover,,0,15,5,100,50
7543,1746,white clover,,7,25,5,10,0
7544,1746,swamp verbena,,0,0,0,7,0
7545,1746,morning glory,,0,0,0,4,0
7546,1746,white verbena,,0,0,0,4,0
7547,1746,alsike clover,,8,0,2,0,0
7548,1747,birdsfoot trefoil,,40,50,120,200,75
7549,1747,sulfur cinquefoil,,0,0,0,0,1
7550,1747,Queen Anne's lace,,2,0,2,0,1
7551,1747,red clover,,18,0,0,30,6
7552,1747,white clover,,50,0,5,35,5
7553,1747,daisy fleabane,,0,0,0,1,0
7554,1747,purple prairie clover,,15,0,5,0,0
7555,1748,birdsfoot trefoil,,75,10,20,0,60
7556,1748,red clover,,20,50,30,30,70
7557,1748,daisy fleabane,,0,0,0,20,20
7558,1749,birdsfoot trefoil,,0,0,0,0,20
7559,1749,grey-headed coneflower,,0,3,0,0,23
7560,1749,spiderwort,,0,0,0,0,3
7561,1749,prairie petunia,,0,0,0,0,2
7562,1749,daisy fleabane,,0,0,0,0,17
7563,1749,black eyed susan,,0,0,0,6,4
7564,1749,sawtooth sunflower,,0,0,0,0,1
7565,1749,yarrow,,0,0,0,1,0
7566,1750,slender mountain mint,,6,0,9,3,30
7567,1750,wild bergamot,,0,0,1,0,1
7568,1750,grey-headed coneflower,,0,0,2,1,0
7569,1750,birdsfoot trefoil,,20,65,23,0,0
7570,1750,purple prairie clover,,0,2,0,0,0
7571,1751,grey-headed coneflower,,1,0,0,8,32
7572,1751,slender mountain mint,,35,18,100,2,2
7573,1751,wild bergamot,,30,59,53,47,26
7574,1751,daisy fleabane,,0,4,23,0,22
7575,1751,birdsfoot trefoil,,0,0,0,100,25
7576,1752,birdsfoot trefoil,,150,30,180,435,135
7577,1752,daisy fleabane,,215,60,180,380,1250
7578,1752,deptford pink,,1,0,1,0,1
7579,1752,Queen Anne's lace,,88,53,28,15,5
7580,1752,black eyed susan,,182,27,34,120,30
7581,1752,red clover,,13,0,0,25,35
7582,1752,white clover,,30,0,75,260,70
7583,1752,oxeye daisy,,0,0,0,5,0
7584,1752,prairie milkwort,,0,0,0,7,0
7585,1752,wild bergamot,,15,0,0,0,0
7586,1752,St. John's Wort,,1,0,0,0,0
7587,1753,white clover,,10,1,0,90,200
7588,1753,red clover,,0,0,0,0,1
7589,1753,hoary verbena,,7,3,9,7,8
7590,1753,birdsfoot trefoil,,0,0,0,1,10
7591,1753,Queen Anne's lace,,42,29,17,17,6
7592,1753,white verbena,,0,0,0,3,1
7593,1753,yellow sweet clover,,0,1,2,1,0
7594,1753,deptford pink,,15,1,0,0,0
7595,1753,heal all,,18,40,0,0,0
7596,1753,daisy fleabane,,70,10,0,0,0
7597,1753,ironweed,,0,1,0,0,0
7598,1754,Queen Anne's lace,,24,3,2,2,14
7599,1754,white avens,,0,0,0,0,10
7600,1754,wild bergamot,,2,0,0,0,6
7601,1754,wild parsnip,,0,0,0,0,1
7602,1754,prairie petunia,,8,5,3,1,0
7603,1754,horse nettle,,0,0,0,1,0
7604,1754,birdsfoot trefoil,,40,12,16,0,0
7605,1754,deptford pink,,0,0,3,0,0
7606,1755,daisy fleabane,,0,0,0,20,10
7607,1755,wild bergamot,,3,0,0,1,0
7608,1755,grey-headed coneflower,,0,0,0,7,0
7609,1755,slender mountain mint,,40,100,20,90,0
7610,1755,downy cinquefoil,,0,0,1,0,0
7611,1756,birdsfoot trefoil,,90,130,100,81,100
7612,1756,yellow sweet clover,,0,0,0,0,1
7613,1756,prairie petunia,,2,0,2,2,5
7614,1756,heal all,,0,0,0,0,3
7615,1756,Queen Anne's lace,,2,0,2,1,2
7616,1756,wild bergamot,,0,0,8,0,0
7617,1756,oxeye daisy,,3,4,0,0,0
7618,1756,daisy fleabane,,3,0,0,0,0
7619,1757,wild bergamot,,1,0,4,195,330
7620,1757,showy goldenrod,,0,0,0,0,20
7621,1757,pussy toes,,0,0,0,0,3
7622,1757,daisy fleabane,,0,0,0,0,30
7623,1757,birdsfoot trefoil,,200,120,175,0,55
7624,1757,showy tick trefoil,,0,0,0,0,2
7625,1757,Queen Anne's lace,,0,7,1,4,0
7626,1757,ironweed,,1,4,0,1,0
7627,1757,slender mountain mint,,9,12,1,1,0
7628,1757,red clover,,29,45,0,1,0
7629,1757,prairie petunia,,8,13,4,0,0
7630,1757,yarrow,,1,0,0,0,0
7631,1757,white clover,,1,0,0,0,0
7632,1757,prairie milkwort,,2,0,0,0,0
7633,1758,birdsfoot trefoil,,120,75,90,70,105
7634,1758,Queen Anne's lace,,0,0,0,0,1
7635,1758,slender mountain mint,,30,10,15,14,3
7636,1758,red clover,,0,0,0,5,10
7637,1758,wild bergamot,,0,0,0,10,0
7638,1758,white clover,,0,0,0,1,0
7639,1758,heal all,,0,1,0,0,0
7640,1759,whorled milkweed,,0,0,0,4,4
7641,1759,slender mountain mint,,1,1,4,7,4
7642,1759,Queen Anne's lace,,23,4,12,36,34
7643,1759,black eyed susan,,5,20,37,25,27
7644,1759,deptford pink,,0,1,6,5,1
7645,1759,birdsfoot trefoil,,28,100,7,1,1
7646,1759,St. John's Wort,,0,0,0,0,5
7647,1759,oxeye daisy,,0,1,6,7,5
7648,1759,daisy fleabane,,180,120,180,197,10
7649,1759,white clover,,75,190,120,160,60
7650,1759,yarrow,,0,0,0,2,2
7651,1759,red clover,,0,11,10,5,0
7652,1759,rattlesnake master,,0,0,0,1,0
7653,1759,hoary verbena,,0,0,0,4,0
7654,1759,whorled mountain mint,,0,0,1,3,0
7655,1759,grey-headed coneflower,,0,1,1,0,0
7656,1760,Queen Anne's lace,,10,4,8,3,7
7657,1760,birdsfoot trefoil,,0,5,1,17,0
7658,1760,hoary verbena,,0,0,0,1,0
7659,1760,slender mountain mint,,0,0,3,1,0
7660,1760,partridge pea,,0,0,3,0,0
7661,1761,slender mountain mint,,3,16,3,2,27
7662,1761,birdsfoot trefoil,,7,4,31,39,35
7663,1761,heal all,,0,0,1,18,4
7664,1761,yellow oxalis,,0,0,0,0,1
7665,1761,red clover,,2,5,7,1,5
7666,1761,daisy fleabane,,0,0,122,10,1
7667,1761,oxeye daisy,,0,0,0,0,1
7668,1761,prairie petunia,,0,1,0,0,0
7669,1761,black eyed susan,,1,0,0,0,0
7670,1761,Queen Anne's lace,,1,1,0,0,0
7671,1761,white sweet clover,,5,0,0,0,0
7672,1762,prairie petunia,,4,10,5,4,0
7673,1762,birdsfoot trefoil,,24,5,10,20,20
7674,1762,red clover,,6,31,3,35,70
7675,1762,slender mountain mint,,7,13,9,0,0
7676,1762,ironweed,,5,0,0,0,0
7677,1762,Queen Anne's lace,,0,21,2,5,5
7678,1762,partridge pea,,0,0,0,1,0
7679,1763,wild indigo,,0,0,2,0,1
7680,1763,red clover,,7,0,2,35,105
7681,1763,birdsfoot trefoil,,90,23,70,35,80
7682,1763,butterfly milkweed,,0,0,0,0,3
7683,1763,white clover,,0,0,0,1,10
7684,1763,daisy fleabane,,10,0,0,0,0
7685,1763,slender mountain mint,,60,65,76,44,2
7686,1763,hoary verbena,,1,0,0,0,0
7687,1763,prairie petunia,,0,0,5,4,2
7688,1763,grey-headed coneflower,,10,0,0,0,0
7689,1763,prairie milkwort,,30,10,21,1,0
7690,1763,black eyed susan,,1,2,0,0,0
7691,1763,heal all,,5,0,1,1,0
7692,1763,tall green milkweed,,0,1,0,0,0
7693,1763,St. John's Wort,,0,4,0,0,0
7694,1764,slender mountain mint,,96,45,10,6,1
7695,1764,birdsfoot trefoil,,11,1,7,6,17
7696,1764,red clover,,7,8,5,5,5
7697,1764,prairie petunia,,1,3,0,4,0
7698,1764,Queen Anne's lace,,1,11,1,2,1
7699,1764,oxeye daisy,,0,0,0,0,1
7700,1765,Queen Anne's lace,,20,0,3,0,3
7701,1765,birdsfoot trefoil,,100,50,90,50,50
7702,1765,red clover,,50,40,20,50,70
7703,1765,heal all,,1,0,4,0,0
7704,1765,slender mountain mint,,0,1,3,30,2
7705,1765,prairie petunia,,0,0,2,0,0
7706,1766,red clover,,89,40,60,145,130
7707,1766,birdsfoot trefoil,,97,35,10,80,102
7708,1766,Queen Anne's lace,,0,0,0,1,5
7709,1766,ironweed,,0,0,0,0,1
7710,1766,slender mountain mint,,34,150,40,0,1
7711,1766,white clover,,1,0,0,25,0
7712,1766,oxeye daisy,,0,0,0,1,0
7713,1766,yarrow,,0,0,0,2,0
7714,1766,partridge pea,,1,4,1,0,0
7715,1766,prairie petunia,,30,2,2,0,0
7716,1766,grey-headed coneflower,,0,2,9,0,0
7717,1766,heal all,,45,16,2,0,0
