ButterflyTransID,Data Code,DataCodeSansHyphens,Pasture,Patch,Whittaker,Date,Nectar Observer,Nectar Data Enterer,Nectar Entry Date,Bfly Observer,Butterfly Data Enterer,Butterfly Entry Date,Round,Wind,Temperature,Cloud Cover,Start Time,End Time,Comments,Comments 2,BtflyData Checked by,NectData Checked By
1559,KLT-E1-14-R2,,Kellerton Tauke,East,1,7/7/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,0.0 km/hr,33.7,5,14:25,14:49,,,Anna Holtermann,Anna Holtermann
1560,KLT-W1-14-R2,,Kellerton Tauke,West,1,7/7/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,1.6 km/hr,30.1,50 very thin,11:47,12:06,,,Anna Holtermann,Anna Holtermann
1561,LTR-E1-14-R2,,Lee Trail Rd,East,1,7/8/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,13.5 km/hr,22.9,0,10:12,10:26,,,Anna Holtermann,Anna Holtermann
1562,LTR-C1-14-R2,,Lee Trail Rd,Center,1,7/8/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,1.6 km/hr,24.1,50 very thin,10:01,10:16,,,Anna Holtermann,Anna Holtermann
1563,LTR-W1-14-R2,,Lee Trail Rd,West,1,7/9/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,1.8 km/hr,25.6,50 very thin,10:44,11:02,,,Anna Holtermann,Anna Holtermann
1564,GIL-N1-14-R2,,Gilleland,North,1,7/9/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,2.6 km/hr,27.3,75 very thin,13:31,13:52,saw 1 regal flying off transect,,Anna Holtermann,Anna Holtermann
1565,GIL-C1-14-R2,,Gilleland,Center,1,7/9/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/3/14,2,1.6 km/hr,29.4,85 very thin,14:35,15:08,HUGE patch (~700 flowering stems of verbena stricta ~3m to E of section 1. See bf data for butterflies nectaring in patch,,Anna Holtermann,Anna Holtermann
1566,GIL-S1-14-R2,,Gilleland,South,1,7/9/14,Audrey McCombs,Audrey McCombs,7/20/14,Audrey McCombs,Anna Holtermann,9/10/14,2,2.8 km/hr,26,70 thin,16:57,17:18,,,Anna Holtermann,Anna Holtermann
1567,PAW-E1-14-R2,,Pawnee Prairie,East,1,7/10/14,Audrey McCombs,Audrey McCombs,7/27/14,Ray Moranz,Anna Holtermann,9/10/14,2,10.7 km/hr,24.3,80,11:46,12:04:30,paused and resumed due to overcast conditions,,Anna Holtermann,Anna Holtermann
1568,PAW-S1-14-R2,,Pawnee Prairie,South,1,7/10/14,Audrey McCombs,Audrey McCombs,7/27/14,Ray Moranz,Anna Holtermann,9/10/14,2,6.9 km/hr,25.7,0,12:52,13:11,"reached ridge, winds increased to average of 14.5 km/hr",,Anna Holtermann,Anna Holtermann
1569,PAW-W1-14-R2,,Pawnee Prairie,West,1,7/10/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,10.9 km/hr,27.2,0,14:07,14:25,"mulitple (~8) butterfly milkweed within 10m of transect, but didn't see any nectaring while on transect; saw one wood nymph and regal nectaring after transect",,Anna Holtermann,Anna Holtermann
1570,RCH-Y1-14-R2,,Richardson,Y,1,7/10/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,11.4 km/hr,26.9,0,15:39,16:14,"Other plants in bloom near transect: Queen Anne's lace, butterfly milkweed, horse nettle",,Anna Holtermann,Anna Holtermann
1571,RCH-C1-14-R2,,Richardson,Center,1,7/10/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,12.2 km/hr,26.8,0,17:08,17:20,saw a monarch off-transect,,Anna Holtermann,Anna Holtermann
1572,RCH-E1-14-R2,,Richardson,East,1,7/10/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,6.1 km/hr,26.5,0,17:56,18:11,,,Anna Holtermann,Anna Holtermann
1573,PYS-W1-14-R2,,Pyland South,West,1,7/12/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,5.1 km/hr,31.2,35,13:30,13:52,,,Anna Holtermann,Anna Holtermann
1574,PYW-S1-14-R2,,Pyland West,South,1,7/12/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,5.6 km/hr,31.1,60,14:51,15:14,,,Anna Holtermann,Anna Holtermann
1575,PYW-C1-14-R2,,Pyland West,Center,1,7/12/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,12.2 km/hr,31.4,10,16:01,16:16,,,Anna Holtermann,Anna Holtermann
1576,RIN-E1-14-R2,,Ringgold North,East,1,7/13/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,2.2 km/hr,27.9,10,11:09,11:25,Survey taken on a Sunday - construction company not working today but site still disturbed. E1 transect not directly affected by construction work.,,Anna Holtermann,Anna Holtermann
1577,RIN-W1-14-R2,,Ringgold North,West,1,7/13/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,4.0 km/hr,30.3,25,12:07,12:34,Transect moved 10m west and 25m north to avoid area disturbed by construction. Transect ended (south end) 10m north of construction road. Survey taken on a Sunday - no active construction work today.,,Anna Holtermann,Anna Holtermann
1578,RIN-S1-14-R2,,Ringgold North,South,1,7/13/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,1.9 km/hr,32.7,40,13:32,13:49,Transect not directly affected by construction areas. Surveyed on a Sunday - no active construction work today.,,Anna Holtermann,Anna Holtermann
1579,KLT-S1-14-R2,,Kellerton Tauke,South,1,7/13/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/10/14,2,5.1 km/hr,30.2,30,14:27,14:51,,,Anna Holtermann,Anna Holtermann
1580,STE-N1-14-R2,,Sterner,North,1,7/16/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/16/14,2,2.6 km/hr,24.4,50,13:26,13:46,saw a monarch off-transect,,Anna Holtermann,Anna Holtermann
1581,STE-W1-14-R2,,Sterner,West,1,7/16/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/16/14,2,1.2 km/hr,24.3,50,14:34,14:56,,,Anna Holtermann,Anna Holtermann
1582,STE-S1-14-R2,,Sterner,South,1,7/16/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/16/14,2,1.9 km/hr,27.9,50,15:37,16:05,Germander just off the transect and the end of section 5,,Anna Holtermann,Anna Holtermann
1583,PYN-W1-14-R2,,Pyland North,West,1,7/17/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/16/14,2,3.3 km/hr,23.5,80 thin,11:08,11:43,Transect of the ten thousand ETBs. Saw a tiger swallowtail and a meadow fritillary off-transect.,,Anna Holtermann,Anna Holtermann
1584,PYW-N1-14-R2,,Pyland West,North,1,7/17/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/16/14,2,1.1 km/hr,26.7,50,16:32,17:05,,,Anna Holtermann,Anna Holtermann
1585,PYS-S1-14-R2,,Pyland South,South,1,7/17/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/17/14,2,4.9 km/hr,23.7,20,14:24,14:46,saw a monarch off-transect,,Anna Holtermann,Anna Holtermann
1586,PYS-N1-14-R2,,Pyland South,North,1,7/17/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/17/14,2,1.6 km/hr,27.9,40,15:27,16:03,stopped 2x for clouds to clear,,Anna Holtermann,Anna Holtermann
1587,PYN-N1-14-R2,,Pyland North,North,1,7/18/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,3.1 km/hr,26.3,20,11:40,12:12,,,Anna Holtermann,Anna Holtermann
1588,PYN-S1-14-R2,,Pyland North,South,1,7/18/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,5.0 km/hr,25.4,40,13:11,13:35,,,Anna Holtermann,Anna Holtermann
1589,RC2-S1-14-R2,,Richardson 2,South,1,7/19/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,2.8 km/hr,23.3,10 thin,10:20,10:36,,,Anna Holtermann,Anna Holtermann
1590,RC2-C1-14-R2,,Richardson 2,Center,1,7/19/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,4.3 km/hr,23.9,30 thin,11:07,11:24,,,Anna Holtermann,Anna Holtermann
1591,RC2-N1-14-R2,,Richardson 2,North,1,7/19/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,5.8 km/hr,25,50,12:01,12:13,saw a giant swallowtail off transect,,Anna Holtermann,Anna Holtermann
1592,FRN-E1-14-R2,,Frank North,East,1,7/19/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,6.8 km/hr,24.6,50,13:32,13:46,,,Anna Holtermann,Anna Holtermann
1593,FRN-N1-14-R2,,Frank North,North,1,7/19/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,6.2 km/hr,25.9,30,14:15,14:26,,,Anna Holtermann,Anna Holtermann
1594,FRN-S1-14-R2,,Frank North,South,1,7/19/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,9.1 km/hr,25.5,30,14:58,15:15,Hoary verbena just off transect; saw a regal fritillary off transect,,Anna Holtermann,Anna Holtermann
1595,KLT-W2-14-R2,,Kellerton Tauke,West,2,7/23/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,4.4 km/hr,26.9,10,11:25,11:45,,,Anna Holtermann,Anna Holtermann
1596,KLT-E2-14-R2,,Kellerton Tauke,East,2,7/23/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,4.1 km/hr,26.7,0,10:09,10:23,saw lots (~10) ETBs while doing veg; also lots (~10) more regals and 2 monarchs,,Anna Holtermann,Anna Holtermann
1597,KLT-S2-14-R2,,Kellerton Tauke,South,2,7/23/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,1.8 km/hr,27.1,50,12:13,12:32,,,Anna Holtermann,Anna Holtermann
1598,BES-S1-14-R2,,Besh,South,1,7/23/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,7.7 km/hr,27.1,5,14:08,14:24,,,Anna Holtermann,Anna Holtermann
1599,BES-C1-14-R2,,Besh,Center,1,7/23/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,3.8 km/hr,27.8,20,14:50,15:08,,,Anna Holtermann,Anna Holtermann
1600,BES-N1-14-R2,,Besh,North,1,7/23/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/22/14,2,4.5 km/hr,27.8,5,15:35,15:49,,,Anna Holtermann,Anna Holtermann
1601,KLN-E2-14-R2,,Kellerton North,East,2,7/23/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/24/14,2,7.0 km/hr,26.7,0,17:05,17:25,,,Anna Holtermann,Anna Holtermann
1602,KLN-C2-14-R2,,Kellerton North,Center,2,7/23/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/24/14,2,10.5 km/hr,26.1,0,17:54,18:15,,,Anna Holtermann,Anna Holtermann
1603,LTR-W2-14-R2,,Lee Trail Rd,West,2,7/24/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/24/14,2,2.5 km/hr,26.7,100 thin,12:31,13:00,,,Anna Holtermann,Anna Holtermann
1604,LTR-C2-14-R2,,Lee Trail Rd,Center,2,7/24/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/24/14,2,4.3 km/hr,23.5,75 thin,11:34,11:54,,,Anna Holtermann,Anna Holtermann
1605,LTR-E2-14-R2,,Lee Trail Rd,East,2,7/24/14,Audrey McCombs,Audrey McCombs,7/27/14,Audrey McCombs,Anna Holtermann,9/24/14,2,8.0 km/hr,22.8,50 thin,10:28,10:47,,,Anna Holtermann,Anna Holtermann
1606,DUN-C1-14-R1,,Dunn Ranch,Center,1,7/28/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/24/14,2,2.4 km/hr,25.6,10,16:23,16:46,"lots of tall, thick vegetation; probably lots out here I'm not seeing, but perfect flying conditions",,Anna Holtermann,Anna Holtermann
1607,DUN-W1-14-R1,,Dunn Ranch,West,1,7/28/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/24/14,2,3.8 km/hr,23.1,50,14:50,15:21,,,Anna Holtermann,Anna Holtermann
1608,DUN-E1-14-R1,,Dunn Ranch,East,1,7/28/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/24/14,2,4.7 km/hr,21.7,30,10:34,10:52,,,Anna Holtermann,Anna Holtermann
1609,GIL-N2-14-R2,,Gilleland,North,2,7/29/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/24/14,2,1.9 km/hr,25,20,10:58,11:20,,,Anna Holtermann,Anna Holtermann
1610,GIL-C2-14-R2,,Gilleland,Center,2,7/29/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/24/14,2,2.9 km/hr,23.2,50,11:42,11:59,,,Anna Holtermann,Anna Holtermann
1611,GIL-S2-14-R2,,Gilleland,South,2,7/29/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/24/14,2,2.3 km/hr,26.6,30,13:02,13:27,,,Anna Holtermann,Anna Holtermann
1612,STE-W2-14-R2,,Sterner,West,2,7/29/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/25/14,2,3.1 km/hr,24,30,15:26,15:42,,,Anna Holtermann,Anna Holtermann
1613,STE-N2-14-R2,,Sterner,North,2,7/29/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/25/14,2,3.1 km/hr,22.8,5,10:06,10:21,"perfect flying conditions, just not much out here; maybe the butterflies haven't had their coffee yet",,Anna Holtermann,Anna Holtermann
1614,STE-S2-14-R2,,Sterner,South,2,7/29/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/25/14,2,2.9 km/hr,25.4,40,16:28,16:52,,,Anna Holtermann,Anna Holtermann
1615,RCH-Y2-14-R2,,Richardson,Y,2,7/30/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/25/14,2,4.1 km/hr,24.4,30,11:17,11:38,,,Anna Holtermann,Anna Holtermann
1616,RCH-E2-14-R2,,Richardson,East,2,7/30/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/25/14,2,3.4 km/hr,27.1,10,12:25,12:45,"*unknown fritillary: not a meadow, lady, red admiral, or great spangled. Saw a buckeye later off transect - may have been that.",,Anna Holtermann,Anna Holtermann
1617,RCH-C2-14-R2,,Richardson,Center,2,7/30/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/25/14,2,3.6 km/hr,28,5,13:40,13:53,"perfect conditions, just nothing out here; saw one tiger swallowtail off transect",,Anna Holtermann,Anna Holtermann
1618,PYW-C2-14-R2,,Pyland West,Center,2,7/30/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/25/14,2,2.3 km/hr,27,10,15:19,15:49,,,Anna Holtermann,Anna Holtermann
1619,PYW-N2-14-R2,,Pyland West,North,2,7/30/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/29/14,2,1.6 km/hr,31.4,10,16:04,16:37,,,Anna Holtermann,Anna Holtermann
1620,PYN-N2-14-R2,,Pyland North,North,2,7/31/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/29/14,2,2.6 km/hr,24.5,50,11:36,12:12,stopped several times to let clouds pass,,Anna Holtermann,Anna Holtermann
1621,PYN-S2-14-R2,,Pyland North,South,2,7/31/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,9/29/14,2,2.7 km/hr,26.2,30,12:36,13:11,saw a red-spotted purple off transect,,Anna Holtermann,Anna Holtermann
1622,PYW-S2-14-R2,,Pyland West,South,2,7/31/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/1/14,2,2.1 km/hr,28.9,50,14:54,15:24,,,Anna Holtermann,Anna Holtermann
1623,PYS-W2-14-R2,,Pyland South,West,2,7/31/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/1/14,2,1.5 km/hr,32.5,10,16:30,16:58,,,Anna Holtermann,Anna Holtermann
1624,PYS-S2-14-R2,,Pyland South,South,2,7/31/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/1/14,2,1.7 km/hr,31,5,17:46,18:17,,,Anna Holtermann,Anna Holtermann
1625,RIN-E2-14-R2,,Ringgold North,East,2,8/1/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/1/14,2,2.3 km/hr,26.1,5,11:27,11:39,Perfect flying conditions - just nothing here. Saw 2 regals off-transect (good sight).,,Anna Holtermann,Anna Holtermann
1626,RIN-W2-14-R2,,Ringgold North,West,2,8/1/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,2.2 km/hr,28.5,20,12:35,12:53,,,Anna Holtermann,Anna Holtermann
1627,RIN-S2-14-R2,,Ringgold North,South,2,8/1/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,3.4 km/hr,28.8,50,13:33,13:49,"Saw a Peck's Skipper off transect. Set transect at normal 10m W of GPS point (approx 8m from construction disturbance), but oriented transect 5 degrees east of true south to avoid construction disturbance",,Anna Holtermann,Anna Holtermann
1628,PYN-W2-14-R2,,Pyland North,West,2,8/1/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,5.6 km/hr,25.8,50,14:41,15:17,saw a giant swallowtail off transect,,Anna Holtermann,Anna Holtermann
1629,PAW-E2-14-R2,,Pawnee Prairie,East,2,8/2/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,5.0 km/hr,26.6,30,12:36,13:06,saw 3 regals off transect,,Anna Holtermann,Anna Holtermann
1630,PAW-S2-14-R2,,Pawnee Prairie,South,2,8/2/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,3.1 km/hr,32.1,40,15:19,15:34,,,Anna Holtermann,Anna Holtermann
1631,PAW-W2-14-R2,,Pawnee Prairie,West,2,8/2/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,2.0 km/hr,32.8,10,16:44,17:05,stopped 1x to let clouds pass,,Anna Holtermann,Anna Holtermann
1632,RIS-C2-14-R2,,Ringgold South,Center,2,8/3/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,3.7 km/hr,24.6,50 thin,10:31,10:43,,,Anna Holtermann,Anna Holtermann
1633,RIS-S2-14-R2,,Ringgold South,South,2,8/3/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,2.4 km/hr,30.1,0,14:10,14:38,,,Anna Holtermann,Anna Holtermann
1634,RIS-N2-14-R2,,Ringgold South,North,2,8/3/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,6.0 km/hr,25.6,0,13:18,13:40,saw 1 monarch off transect,,Anna Holtermann,Anna Holtermann
1635,PYS-N2-14-R2,,Pyland South,North,2,8/3/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/3/14,2,2.8 km/hr,28.1,5,15:33,15:53,saw a tawny-edge skipper nectaring on red clover off transect,,Anna Holtermann,Anna Holtermann
1636,KLN-W2-14-R2,,Kellerton North,West,2,8/3/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/8/14,2,2.3 km/hr,28.3,50,17:24,17:42,,,Anna Holtermann,Anna Holtermann
1637,235-S1-14-R2,,Kellerton 235,South,1,8/4/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/8/14,2,7.6 km/hr,26.2,50 thin,11:07,11:26,saw 1 monarch off transect,,Anna Holtermann,Anna Holtermann
1638,235-C1-14-R2,,Kellerton 235,Center,1,8/4/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/8/14,2,1.7 km/hr,30.4,100 thin 50 heavy,16:26,16:48,,,Anna Holtermann,Anna Holtermann
1639,235-N1-14-R2,,Kellerton 235,North,1,8/4/14,Audrey McCombs,Audrey McCombs,8/6/14,Audrey McCombs,Anna Holtermann,10/8/14,2,1.6 km/hr,30.9,100 thin and 50 heavy,16:00,16:20,,,Anna Holtermann,Anna Holtermann
1640,LTR-C1-15-R1,,Lee Trail Rd,Center,1,6/2/15,Ray Moranz,David Stein,7/1/15,David Stein,David Stein,7/1/15,1,11 km/hr,21.7,50,14:27,14:50,Ordinarily too windy,,,
1641,KLN-E1-15-R1,,Kellerton North,East,1,6/4/15,David Stein,David Stein,7/1/15,David Stein,David Stein,7/1/15,1,11.3,23.9,95,14:55,15:09,Rained earlier in day,,,
1642,KLN-C1-15-R1,,Kellerton North,Center,1,6/5/15,David Stein,David Stein,7/1/15,David Stein,David Stein,7/1/15,1,3.2,23.3,60,10:41,10:54,,,,
1643,KLN-W1-15-R1,,Kellerton North,West,1,6/5/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,3.2,23.9,60,11:16,11:27,,,,
1644,235-S1-15-R1,,Kellerton 235,South,1,6/5/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,3.2,23.9,20,11:51,12:05,First Monarch and Copper,,,
1645,235-C1-15-R1,,Kellerton 235,Center,1,6/8/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,,23.9,0,11:19,11:31,,,,
1646,235-N1-15-R1,,Kellerton 235,North,1,6/8/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,,23.9,0,11:51,12:03,,,,
1647,KLT-S1-15-R1,,Kellerton Tauke,South,1,6/8/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,8,24,10,12:38,12:49,No Flowering Vegetation,,,
1648,KLT-W1-15-R1,,Kellerton Tauke,West,1,6/8/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,8,28.8,0,13:16,13:27,No Flowering Vegetation,,,
1649,KLT-E1-15-R1,,Kellerton Tauke,East,1,6/8/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,8,28.8,10,13:45,13:55,No Flowering Vegetation,,,
1650,RIN-S1-15-R1,,Ringgold North,South,1,6/8/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,,29.4,0,15:32,15:42,,,,
1651,RIN-W1-15-R1,,Ringgold North,West,1,6/8/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,14.5,27.8,0,15:55,16:09,Pipeline construction damage in two sections of transect,,,
1652,RIN-E1-15-R1,,Ringgold North,East,1,6/8/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,11.3,30,0,16:23,16:33,No Butterflies Seen,,,
1653,STE-S1-15-R1,,Sterner,South,1,6/9/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,1.6,26.7,0,9:55,10:05,,,,
1654,STE-W1-15-R1,,Sterner,West,1,6/9/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,1.6,26.7,0,10:39,10:52,,,,
1655,STE-N1-15-R1,,Sterner,North,1,6/9/15,David Stein,David Stein,7/1/15,Logan Crees,David Stein,7/1/15,1,1.6,26.7,0,11:16,11:26,,,,
1656,LTR-E1-15-R1,,Lee Trail Rd,East,1,6/9/15,,,,Logan Crees,Logan Crees,7/1/15,1,,,,11:59,12:08,,,,
1657,LTR-W1-15-R1,,Lee Trail Rd,West,1,6/9/15,,,,Logan Crees,Logan Crees,7/1/15,1,,,,12:36,12:47,,,,
1658,PYN-S1-15-R1,,Pyland North,South,1,6/9/15,,,,Logan Crees,Logan Crees,7/1/15,1,,,,1:18,1:28,,,,
1659,PYN-N1-15-R1,,Pyland North,North,1,6/9/15,,,,Logan Crees,Logan Crees,7/1/15,1,,,,1:53,2:03,,,,
1660,PYN-W1-15-R1,,Pyland North,West,1,6/9/15,,,,Logan Crees,Logan Crees,7/1/15,1,,,,2:18,2:28,,,,
1661,RIS-N1-15-R1,,Ringgold South,North,1,6/10/15,,,,Logan Crees,Logan Crees,7/1/15,1,,,,10:14,10:25,,,,
1662,RIS-C1-15-R1,,Ringgold South,Center,1,6/10/15,,,,Logan Crees,Logan Crees,7/1/15,1,,,,10:45,10:55,,,,
1663,RIS-S1-15-R1,,Ringgold South,South,1,6/10/15,,,,Logan Crees,Logan Crees,7/1/15,1,,,,11:06,11:16,,,,
1664,PYS-N1-15-R1,,Pyland South,North,1,6/10/15,,,,Logan Crees,David Stein,7/6/15,1,,,,12:00,12:10,,,,
1665,PYS-W1-15-R1,,Pyland South,West,1,6/10/15,,,,Logan Crees,David Stein,7/6/15,1,,31.1,,12:27,12:37,,,,
1666,PYS-S1-15-R1,,Pyland South,South,1,6/10/15,,,,Logan Crees,David Stein,7/6/15,1,,,,1:08,1:18,,,,
1667,RC2-C1-15-R1,,Richardson 2,Center,1,6/15/15,,,,Logan Crees,David Stein,7/6/15,1,11.7,22.5,,9:03,9:14,,,,
1668,RC2-N1-15-R1,,Richardson 2,North,1,6/15/15,,,,Logan Crees,David Stein,7/6/15,1,9,24.2,,9:27,9:40,,,,
1669,RC2-S1-15-R1,,Richardson 2,South,1,6/15/15,,,,Logan Crees,David Stein,7/6/15,1,5.5,26.1,,9:52,10:04,,,,
1670,PYW-N1-15-R1,,Pyland West,North,1,6/15/15,,,,Logan Crees,David Stein,7/6/15,1,8.9,24.9,,10:39,10:51,,,,
1671,PYW-C1-15-R1,,Pyland West,Center,1,6/15/15,,,,Logan Crees,David Stein,7/6/15,1,8,24.3,,11:04,11:16,,,,
